"y","x1","x2","x3","x4","x5","x6","x7","x8","x9"
0,-1.03790190815926,-0.54,0.2916,0.890498040011153,0.835100641939789,1.1,0.256332425633445,-1.40161070443466,-1.10358839759027
0,-4.94799219910055,0.69,0.4761,0.0152565692551434,0.78292247466743,-0.7,0.616602817317471,-0.622428470946227,0.082048746887147
0,-3.26023950986564,1.94,3.7636,0.563377678627148,0.619606434134766,0.3,0.938274733489379,1.08582123373994,-0.937456250880209
0,-0.344481109641492,1.8,3.24,0.900615921011195,0.934102732455358,0.3,0.222285831579939,0.220057469123251,-0.995737282359795
0,-2.79147723317146,1.7,2.89,0.157446487573907,0.396869864780456,-3.2,0.568168506259099,0.255908265211526,-0.34248782681594
0,-0.610488240141422,0.41,0.1681,0.915181611664593,0.844748652540147,1.2,0.270043115597218,-0.896574509286306,-0.350348834479643
0,-0.121869433205575,1.99,3.9601,0.0947812674567103,0.819384665694088,-2.5,0.664175682235509,1.892450305371,-0.570940639091167
0,-1.95185236586258,1.69,2.8561,0.486324389232323,0.21826879424043,-0.9,0.997312861261889,0.798628110957796,-0.583290909680427
0,-0.690905779600143,-0.7,0.49,0.0835017906501889,0.0832697628065944,-0.9,0.00537701440043747,0.296922881967969,-0.813508523361388
0,-2.07970891240984,1.22,1.4884,0.848684923024848,0.351530590793118,1.3,0.157647618325427,-0.250091695025561,-0.531710868209049
0,0.641223757527769,-0.31,0.0961,0.818189570214599,0.547183664748445,0,0.978862383170053,-0.162083224806472,-1.77118614936036
0,-4.19586078310385,1.37,1.8769,0.322955624666065,0.261289859423414,0.5,0.302066789707169,-0.194219625829568,-0.206281451515616
0,-3.37331228051335,0.93,0.8649,0.437243300257251,0.271357855992392,-0.5,0.274689785204828,0.0922536032159636,-0.981272641666033
0,-4.45032843993977,1.91,3.6481,0.387209142558277,0.368013446452096,0.8,0.031410044291988,-0.0746794405788732,-0.212673961006024
0,-0.577335420064628,1.24,1.5376,0.661107902182266,0.597283855080605,-0.3,0.0811695016454905,1.56135109056364,0.662115810524039
0,-0.716502555646002,-0.12,0.0144,0.635987873887643,0.941598555538803,-0.5,0.377070966409519,0.473131231933905,0.618189034898691
0,-0.588955973275006,-0.35,0.1225,0.108471607323736,0.552234542556107,-0.7,0.374461798463017,0.151714570489492,-0.14779737220594
0,-4.52208569645882,1.2,1.44,0.870357390493155,0.79769152821973,-0.9,0.381568993674591,-0.228076883481322,1.395128251668
0,-4.49660519557074,1.49,2.2201,0.505812075221911,0.454522070940584,0.1,0.788570537464693,0.531595062100393,0.809992571783242
0,-4.37617860129103,0.65,0.4225,0.899546207627282,0.976372084813192,1,0.171030112775043,1.20520906992017,0.299779691018559
0,-3.81983909476548,0.98,0.9604,0.0379017335362732,0.864033985417336,-0.9,0.385797751136124,-0.749244743291397,1.08998866188132
0,-2.21871537249535,-0.36,0.1296,0.96163966297172,0.233205906581134,-0.4,0.229284505359828,-0.476642872360878,1.56939213758049
0,-1.48113482026383,-0.72,0.5184,0.22595909005031,0.774079695343971,-0.1,0.923238709568977,-1.35977451953729,0.237477764608532
0,-4.4419552818872,-0.07,0.0049,0.58006373886019,0.128431021003053,-0.5,0.210967320017517,-0.589902276955913,-1.08615509246764
0,0.988708928227425,0.28,0.0784,0.486014455324039,0.776352343615144,-0.4,0.895532413385808,-0.680622834723391,0.554268584690711
0,0.173122226260602,-0.85,0.7225,0.300529026426375,0.0883758433628827,-0.5,0.847598796943203,0.595584147125034,0.147086943877395
0,0.71094439458102,0.12,0.0144,0.162361090769991,0.715746931964532,-0.8,0.251708755269647,-0.257903141764923,-1.442764577716
0,-2.94599716132507,1.89,3.5721,0.0183755101170391,0.270979077089578,-0.3,0.515537746017799,0.890771138287672,-0.987181525227567
0,-3.29957773163915,1.13,1.2769,0.854914386058226,0.52178255864419,0.8,0.664685500320047,-0.299336981411046,-0.98639507700324
0,-2.28957985434681,0.85,0.7225,0.808808156521991,0.46314388839528,-0.7,0.208589385496452,-0.550059317763344,-1.50337595982033
0,-1.21697679208592,0.22,0.0484,0.632667719386518,0.385658889077604,0.4,0.795493970625103,1.01107466720067,-0.891800213458037
0,-1.8462497331202,1.32,1.7424,0.254163233563304,0.440758908167481,-2.4,0.144218956353143,-1.08998966231681,-0.843934969282933
0,-3.22821015538648,-0.16,0.0256,0.579302126076072,0.566353749018162,-1.3,0.891644731396809,-1.84540656737948,-0.358131729444159
0,-4.92683372320607,-0.58,0.3364,0.00138066941872239,0.910715062636882,-1.6,0.797997078625485,0.492559574646988,-1.56116913089242
0,-3.78265540627763,0.77,0.5929,0.0135926541406661,0.727555305697024,-1,0.748239801730961,0.812624034923063,-1.20945678063531
0,-0.572005636058748,0.58,0.3364,0.400289029115811,0.759866157080978,-0.8,0.480247143190354,1.2291569455441,0.789289726594265
0,-2.98340504476801,0.99,0.9801,0.944042337592691,0.846033340785652,-0.1,0.5329495575279,0.841652394978339,0.0622838811136827
0,-3.10517855221406,1.69,2.8561,0.100468394812196,0.09099060902372,-0.4,0.548260890413076,-1.08437207610063,2.06456855372005
0,-3.25367467757314,-0.24,0.0576,0.857552250381559,0.968122595921159,1.2,0.248364379862323,-0.0532126945673203,0.525506768252425
0,-3.97483440255746,1.59,2.5281,0.987640561768785,0.138211109209806,-0.5,0.828975935000926,0.191988086430061,1.3761640900463
0,-2.02533161174506,1.8,3.24,0.46045820787549,0.670442920643836,0.9,0.497906391974539,1.6466696886715,1.34599361754996
0,-0.311877129599452,-0.61,0.3721,0.8604240573477,0.711168322013691,-0.8,0.0134763887617737,1.83798626363893,0.801029819438788
0,-1.40019680792466,-0.61,0.3721,0.62236972944811,0.925504837650806,0.5,0.306002658326179,-1.70974820481625,-0.567629371977931
0,0.200949042569846,2,4,0.684535183245316,0.102994630346075,0.9,0.33080182177946,1.02761874851255,-1.22141815580506
0,0.222510560881346,0.58,0.3364,0.441851205425337,0.671659252373502,1.2,0.638110829982907,0.914069908999956,0.981829225026586
0,-2.13095075124875,-0.29,0.0841,0.534042279003188,0.467461231164634,0.7,0.985624618129805,0.266830208438364,0.670263601195387
0,0.199402953032404,0.65,0.4225,0.897422325098887,0.0923512913286686,-0.9,0.439182789064944,-1.20312979310958,0.482000585844738
0,-3.40815300075337,0.12,0.0144,0.325311746215448,0.774832116439939,-1.7,0.00935769639909267,-0.810719783520586,-0.900376698315946
0,-1.91098336409777,1.39,1.9321,0.789736764272675,0.799502584850416,0.6,0.0354187262710184,0.134580284589723,0.688174315728822
0,-4.06019763508812,-0.11,0.0121,0.205086100148037,0.607095650630072,-2.6,0.0403550041373819,0.111007314193966,-1.57137997684703
0,-1.41024904418737,-0.81,0.6561,0.704722467111424,0.901144590927288,-0.9,0.180137708550319,-1.39181763575893,-0.645582394894615
0,-3.62307883519679,1.1,1.21,0.650619017658755,0.166189398383722,0.2,0.908209932036698,0.393337439483944,-0.0246206350015321
0,-2.56114871846512,0.1,0.01,0.390414136927575,0.0329042836092412,1,0.468977650627494,0.0669713904893535,1.33934523980408
0,-0.756528527941555,-0.58,0.3364,0.726338852429762,0.598935645073652,-0.1,0.582023204769939,1.39883743581005,-0.341829553583806
0,-3.18402087222785,-0.24,0.0576,0.47791667166166,0.9976951549761,-1.5,0.212693865178153,1.15613547612955,-1.26672207411839
0,0.998025177512318,0.43,0.1849,0.696581894066185,0.808839599136263,0.4,0.264858386246487,0.0309178782289204,-0.194902770743064
0,-4.28059844765812,0.79,0.6241,0.0406411171425134,0.8486275926698,-1.2,0.750396900810301,-1.00471059246514,0.303512505676726
0,-0.75967973517254,1.96,3.8416,0.727819172665477,0.878753397148103,-0.6,0.685934965498745,0.412554002007983,-0.787690720969314
0,-1.99181944411248,1.31,1.7161,0.744101418647915,0.58152015414089,-0.2,0.471248744288459,0.028007931880449,0.399748624166352
0,-1.85261527588591,-0.89,0.7921,0.876106230774894,0.937854228075594,0.8,0.990826084744185,0.0834192447240473,-0.827908663125311
0,0.81993698887527,-0.45,0.2025,0.0524844685569406,0.921091364696622,0.4,0.910469302209094,0.606536327896168,-2.17481799160951
0,-3.46129865199327,0.58,0.3364,0.00665721739642322,0.199281135341153,0.3,0.645331244915724,-0.209364874861542,1.007738322575
0,-2.12582056410611,1.69,2.8561,0.984938862500712,0.991439749952406,-1.1,0.564022397855297,1.10514505128359,0.440772325159508
0,-3.62202911218628,1.23,1.5129,0.084036763291806,0.200768484966829,1.5,0.205330241471529,-0.727460025782193,1.83681560416013
0,-2.24091161461547,0.41,0.1681,0.273476944072172,0.224176089512184,-0.3,0.981897549005225,-0.438642377834748,-1.15923995960359
0,-1.69600681494921,-0.29,0.0841,0.952462627086788,0.422519576502964,-1.3,0.295350532978773,1.0545515263948,1.05200726160063
0,0.679921671748161,1.84,3.3856,0.971147033385932,0.166285099228844,0.6,0.581519224215299,-1.71622221983317,-0.546687669776241
0,-2.77569322520867,1.54,2.3716,0.173936345381662,0.193300319137052,-0.7,0.244305269327015,-1.09148637838271,-0.0984113064414269
0,-4.07414960628375,0.83,0.6889,0.285769582493231,0.926218325970694,0.5,0.849971109302714,-2.12639043015346,0.982087734241901
0,0.396072439383715,1.21,1.4641,0.605264644604176,0.67964965198189,-1.3,0.960891813738272,-1.00935230225343,-2.29791427868639
0,-1.33110520476475,0.54,0.2916,0.0245912857353687,0.454807598143816,-1.2,0.952086830278859,-0.625252710197929,-0.891387010367596
0,-4.46398219279945,1.02,1.0404,0.954611468594521,0.628189032664523,0.5,0.237048512324691,1.412626460479,0.508776610285933
0,-3.338826934807,0.26,0.0676,0.122468821471557,0.766279129544273,1.2,0.433357067871839,0.874399440963056,0.874433402436115
0,-0.937035288196057,1.04,1.0816,0.997374512953684,0.149690586840734,-1,0.0482011043932289,0.772220154172773,1.63592124082266
0,0.786803947295994,-0.22,0.0484,0.69594917469658,0.0217845619190484,-1.7,0.183650421909988,0.467068312483103,-0.575566964755431
0,-0.698340723291039,-0.27,0.0729,0.96110443607904,0.360012512886897,0.4,0.509092244785279,0.0816982284096295,-0.528950568263632
0,-4.12218560324982,1.91,3.6481,0.505467593902722,0.869932330679148,-0.2,0.733061983017251,0.241477008709234,0.372462033806403
0,-0.424305833410472,0.46,0.2116,0.324950558831915,0.766970467520878,1.1,0.128125174669549,-0.766795228258069,0.228023441234666
0,-1.10520118661225,0.48,0.2304,0.704892113339156,0.414148723939434,-0.1,0.212458237772807,0.500554107255116,-1.32673366003488
0,-3.23242113832384,1.6,2.56,0.931714591337368,0.51236120169051,1.2,0.461050732294098,-0.455581098964688,1.11763782448601
0,0.219225127249956,1.5,2.25,0.372953322716057,0.374416796956211,-0.1,0.311572064878419,1.02732010557422,0.579823220599367
0,-3.79077900014818,-0.27,0.0729,0.631323009962216,0.457991882693022,-2.1,0.794943890301511,0.777219741474731,1.38680064099444
0,-2.29889768641442,-0.79,0.6241,0.559449017746374,0.430583851644769,-0.9,0.399167521623895,-2.08695463541523,0.48196314891213
0,0.82694886578247,-0.61,0.3721,0.818078919779509,0.249817276839167,0.4,0.307380175217986,1.52315705214305,-1.74761335101885
0,0.454292201437056,-0.63,0.3969,0.560474694473669,0.093023331137374,-0.7,0.441539491061121,1.6685034037546,-0.0882186430662802
0,-1.81006549438462,-0.19,0.0361,0.211269101593643,0.142739502713084,-0.8,0.19504570774734,0.678387116249826,1.09438375699158
0,0.631427350919694,0.47,0.2209,0.529449950670823,0.0592946328688413,0.1,0.442060203757137,-0.925723192997796,-0.199921844151123
0,-4.4635676140897,1.53,2.3409,0.677859716583043,0.924341710982844,0.9,0.921087005408481,-0.637689582822913,-0.29665268598063
0,-4.16840141266584,-0.54,0.2916,0.217017667600885,0.791088705183938,0.4,0.527472804998979,-0.44795734679878,-0.72952083465365
0,0.680225553456694,-0.97,0.9409,0.23174403514713,0.817667075898498,-1.7,0.164843217236921,0.480617621453537,-0.998321312745947
0,-2.93814614973962,-0.47,0.2209,0.921907432843,0.631227578269318,-0.7,0.364473621593788,0.228427042015291,-0.720560659168027
0,-0.501318425871432,1.17,1.3689,0.0392352545168251,0.435796913923696,0.6,0.0511804511770606,2.03002399612428,0.21734370673131
0,-0.489031965378672,-0.54,0.2916,0.381938867736608,0.0688101346604526,-0.9,0.691686465172097,-0.353366738571466,-0.0221213704654922
0,0.537802217528224,0.88,0.7744,0.699336467310786,0.871605964610353,0.6,0.98730833362788,1.67317269425483,0.55150253024272
0,0.740874677430838,0.43,0.1849,0.632640187628567,0.652477783383802,0.2,0.0491997434291989,1.34274774499819,-0.294235749248788
0,-2.83162586344406,1.28,1.6384,0.443654146743938,0.549632214708254,2,0.60973765165545,-0.44298669058334,0.121807924045584
0,0.0617518019862473,0.99,0.9801,0.930467994417995,0.301056406693533,2.2,0.051761353155598,-1.88482653028731,1.13099301756621
0,-2.93364415550604,-0.75,0.5625,0.609182603657246,0.0114316926337779,-0.1,0.600125221069902,0.799332513851078,0.42110338915046
0,-3.30849218321964,1.62,2.6244,0.407112698070705,0.939949932508171,-0.3,0.533462796360254,-2.60563373020572,0.145183429473224
0,-2.37548864120618,0.87,0.7569,0.829536096891388,0.789187822490931,-1.4,0.80531784449704,0.011562264365715,-0.261795793344993
0,-3.58287913817912,0.72,0.5184,0.940245772246271,0.644141853787005,0.5,0.670845748623833,1.16541105409502,-1.72669183432538
0,-2.77118546562269,1.61,2.5921,0.267564532347023,0.5957474517636,1.9,0.0798036747146398,0.870459648408585,1.04347351923299
0,-2.21496348595247,-0.68,0.4624,0.978467219974846,0.698549134423956,0,0.989370191702619,1.32918688375538,-0.59723481001745
0,-4.09203973226249,1.04,1.0816,0.314420740352944,0.0236101800110191,-0.6,0.868791318731382,1.50531141117472,2.11886375779688
0,-1.27334804972634,1.75,3.0625,0.929873239947483,0.999939208850265,0.5,0.160219409735873,0.69091679143981,-0.434074436083897
0,-0.477432869840413,1.61,2.5921,0.65439786342904,0.528996107168496,0.5,0.373396530514583,0.715731347411633,2.99163427851801
0,-2.56042508641258,1.17,1.3689,0.376154278870672,0.991695222677663,0.1,0.318693853449076,-0.461491881163449,-0.139497875592477
0,-0.244243048597127,1.25,1.5625,0.95209749834612,0.830910267308354,1.1,0.863011047709733,1.16811092371638,0.305810262142123
0,-3.93894105497748,0.42,0.1764,0.291071832412854,0.887603824026883,0.2,0.328992052236572,-0.535175579140765,1.33108822728093
0,0.667724868282676,1.8,3.24,0.448981800815091,0.290759945521131,0.9,0.15568086435087,-0.743667193415854,1.41471571322407
0,-4.49970377702266,-0.24,0.0576,0.604456432163715,0.527760141994804,0.1,0.249734789365903,-0.736765174227811,-0.591266300070724
0,-4.43528937501833,1.94,3.7636,0.588938577333465,0.57158961519599,0.5,0.726533267647028,2.58588791582615,0.15605628254485
0,-1.30254918942228,0.62,0.3844,0.00576707790605724,0.130698822438717,1.1,0.299903057515621,0.597141058431619,0.248240170712344
0,-0.424481576774269,-0.23,0.0529,0.397914524190128,0.317760555073619,0.1,0.659973913803697,-1.35335756680848,1.41302866304745
0,-2.35672220960259,-0.29,0.0841,0.977732121245936,0.273026374867186,1.4,0.232577722985297,-0.128975343180636,0.168368234622041
0,-0.542980558238924,-0.72,0.5184,0.415700133889914,0.401496217120439,-1.3,0.376103329937905,0.252448504985337,1.23412935458838
0,-1.44634337024763,-0.3,0.09,0.340487559791654,0.244984923861921,-0.9,0.0497255625668913,-0.172247277750862,1.63157954814692
0,-1.29031235957518,1.24,1.5376,0.812582099344581,0.602312984177843,1,0.100101850461215,0.407172226339246,-0.40236698312615
0,-0.0820394619368017,0.57,0.3249,0.542269681114703,0.771394663956016,-0.5,0.637736064381897,0.358951041038062,-0.631182322699684
0,-2.61515514785424,0.24,0.0576,0.415813484694809,0.306727156043053,0.4,0.263731012819335,-0.458455203730661,-0.630065161444077
0,-0.125295283272862,0.66,0.4356,0.804493912495673,0.301786973606795,-0.2,0.771740383468568,-1.56164273313712,0.539393714826323
0,0.315814999863505,-0.5,0.25,0.152410226641223,0.768216097261757,0.3,0.905416791094467,0.0404166567415553,0.384269664468407
0,-1.82993155205622,-0.99,0.9801,0.927668760064989,0.774256215663627,0.4,0.316619822988287,0.970518701768148,0.864379462997286
0,-2.90777977462858,0.72,0.5184,0.592452600132674,0.0514103414025158,0,0.805630614981055,1.25398146796907,-1.17539333936903
0,-2.43169562891126,-0.07,0.0049,0.754026074195281,0.619917420204729,-1.7,0.86635312391445,0.942610696092221,0.615195989166941
0,-3.26208517700434,0.51,0.2601,0.241944560548291,0.938024423317984,-1.2,0.468934006989002,1.10260059619114,-0.0976152287722561
0,-3.14787493739277,1.63,2.6569,0.0735172722488642,0.327302562771365,0.5,0.477105266414583,-0.80248667241347,-1.18627337903535
0,-0.96909688366577,1.29,1.6641,0.580798116046935,0.521994820563123,-0.6,0.470690751448274,0.0770746746866789,0.359831728818016
0,-3.98525960557163,-0.62,0.3844,0.85706913867034,0.530005428474396,-0.1,0.348245565313846,0.843816830326721,-0.212007235808697
0,-4.7307177875191,-0.32,0.1024,0.258269483223557,0.958562249084935,-0.3,0.77171188313514,1.17650494296256,-0.430327046555101
0,-2.62931878305972,-0.2,0.04,0.0560474789235741,0.638881405349821,0.6,0.0111692671198398,-0.530789716926014,0.45186837962906
0,-3.56640827516094,0.55,0.3025,0.199199687689543,0.466487111756578,-2.6,0.865493907127529,0.739867876535258,1.01461855554865
0,-4.63418534351513,1.2,1.44,0.978246318409219,0.211929361801594,0.8,0.266994278877974,0.510351041482807,-0.218314195915008
0,-3.25339724496007,1.64,2.6896,0.302073927596211,0.263855955796316,-0.5,0.435591150075197,-0.9177658316033,-0.520828594008107
0,0.844185458961874,0.05,0.0025,0.879241098416969,0.657453689491376,2,0.144017463317141,1.52278799685096,0.95230636593068
0,-2.46065974235535,0.32,0.1024,0.85415570018813,0.635523470584303,0,0.360324448207393,1.81396269022483,0.790286034259647
0,-3.88468621391803,0.32,0.1024,0.913537003099918,0.644956217845902,0.3,0.779782648896798,-0.327073671749993,-0.463992694726733
0,-0.680050700902939,0.31,0.0961,0.861161267850548,0.0201128378976136,0.4,0.226868723519146,-0.000561906386214973,-0.165117337691987
0,-1.40696401009336,1.82,3.3124,0.0263019094709307,0.199943130835891,1.7,0.467338487273082,-0.660649508978461,1.01615576391719
0,-4.73261115746573,1.78,3.1684,0.015934739029035,0.536034256219864,-2.9,0.619527592556551,-1.6262683604575,0.413641434484363
0,-1.35351046500728,0.35,0.1225,0.131666958099231,0.279452410293743,-0.9,0.480797070078552,-0.144473648136038,0.48549453482669
0,-1.3195963781327,1.93,3.7249,0.943789846962318,0.214561209315434,0.2,0.729174284497276,0.102758935181384,1.25594675091017
0,-3.43849449139088,1.2,1.44,0.397111885482445,0.216289049945772,1.6,0.278015331597999,0.281974960066734,1.1016457681921
0,-2.96415729215369,0.41,0.1681,0.941358887357637,0.580788725521415,1.3,0.0287004043348134,0.383698209254493,0.106766191102498
0,-0.700963142793626,0.08,0.0064,0.816768321208656,0.623577493941411,-1.4,0.174027905100957,-2.58268942636962,-1.14356042106425
0,0.742778883781284,1.74,3.0276,0.52401577308774,0.365343690151349,1.6,0.901479792082682,-0.791071769173241,0.841954142370066
0,-0.623458120506257,0.71,0.5041,0.598634461173788,0.9031489812769,1.6,0.548215372487903,0.554692299824876,2.17544918545177
0,-3.34570794785395,-0.54,0.2916,0.411074670730159,0.0800064613576978,-1.1,0.517782925628126,-0.194547732723979,1.03205183137644
0,-3.63103877240792,-0.36,0.1296,0.525047293165699,0.814987103454769,-0.9,0.36720166890882,0.963645001541669,0.532692934268158
0,-1.75067706033587,-0.55,0.3025,0.331035206327215,0.259891434106976,-0.4,0.486780697014183,-0.135734510759622,-1.3344242556189
0,-0.597310836426914,0.9,0.81,0.412339695030823,0.318605088163167,-0.7,0.843454536516219,0.31747733918732,-1.97477443616992
0,0.21302204253152,-0.42,0.1764,0.567708132090047,0.83683262928389,0.9,0.380968698067591,-0.99805159457442,1.99644344069728
0,-3.78767056157812,-0.58,0.3364,0.933861476602033,0.986757374135777,0.5,0.832733986666426,0.540037249287476,0.0246713042744069
0,-3.49124392447993,1.41,1.9881,0.57303093210794,0.329343439079821,0.5,0.690848968923092,1.10796931856788,-1.50579877762089
0,-0.71645822795108,-0.59,0.3481,0.647929304279387,0.312398967100307,0.6,0.379318785388023,-0.756996092088039,-1.41775601174121
0,-3.97305663861334,-0.2,0.04,0.515852583106607,0.513615442439914,1.3,0.783644097624347,-0.853658564542155,1.30313614734973
0,0.586176281794906,1.15,1.3225,0.0786503250710666,0.355240342440084,0,0.786102908663452,-0.550522630791933,-0.535047314582946
0,-3.00111029529944,1.66,2.7556,0.296255158027634,0.810726556694135,1.1,0.305180080933496,-0.0657977044306173,-0.00447014219682638
0,-4.63204538496211,1.88,3.5344,0.419412595685571,0.473791193915531,-1.7,0.142239964567125,1.09421818757302,0.98517126892504
0,-4.38173081586137,-0.84,0.7056,0.956738163018599,0.177513839444146,-0.3,0.16335131553933,-0.126587351595481,0.621895575126271
0,-2.28369114827365,0.42,0.1764,0.773184440564364,0.166721209185198,1.2,0.646357651799917,1.77134475804494,-0.582053891230029
0,0.80739878769964,0.42,0.1764,0.400073088007048,0.147968512494117,1,0.0945459168870002,-0.232502014425995,-0.130630716838291
0,0.70004246244207,-0.41,0.1681,0.859295370755717,0.384761579567567,1.5,0.358872937038541,-0.662000924853385,-1.03456134346642
0,-1.40372861921787,0.42,0.1764,0.852334852563217,0.726152918767184,1.1,0.586591540137306,0.813576296313824,1.68803303797849
0,-0.2746880822815,0.99,0.9801,0.0831265379674733,0.871577695012093,-0.5,0.572709176689386,-1.89608435062173,0.204354857132176
0,-4.46742567839101,1.58,2.4964,0.00653266534209251,0.0163611054886132,0.1,0.838456501020119,0.815802317542481,2.43500492739574
0,-2.66451681265607,-0.45,0.2025,0.149951386265457,0.750159595161676,3.1,0.813131930073723,-0.314814648256609,1.07079117153007
0,-0.032668991945684,1.61,2.5921,0.866403916152194,0.421215899987146,1.2,0.858738401671872,0.431229336579711,1.7857049134966
0,-0.932334533892572,0.81,0.6561,0.330532423453405,0.70612640469335,-0.4,0.0473139500245452,-2.53940922996017,1.39529736700498
0,-3.86432889988646,1.02,1.0404,0.754133799113333,0.865282976068556,-1.7,0.160825830884278,2.35740415589582,1.1159240246106
0,-0.136988851241767,0.58,0.3364,0.725124159594998,0.645730339223519,-2.4,0.509807345690206,1.59110147162933,-1.07585601656197
0,-0.7324432535097,0.56,0.3136,0.466208505444229,0.864786861231551,0.8,0.931153198005632,2.09271328525316,0.921920375795686
0,0.0300934654660523,0.97,0.9409,0.439362897770479,0.607805948937312,2.6,0.385303464718163,-0.499809214472589,0.232518066287723
0,-1.5642667831853,0.35,0.1225,0.141923233633861,0.000656841089949012,0.4,0.779244370525703,0.124630522284129,-0.010513317032532
0,-0.746285265311599,0.2,0.04,0.872841389849782,0.121975782094523,-1.1,0.81739651504904,0.426809483886652,1.16921103120994
0,-3.91991155734286,1.46,2.1316,0.758001250680536,0.2616557686124,-1.4,0.680605297442526,0.151879323370573,0.947662330902473
0,-0.975728533696383,-0.57,0.3249,0.545698496280238,0.568867814727128,-1.2,0.86579178320244,-0.777131678716704,0.397143911648932
0,-4.81408932060003,0.75,0.5625,0.319349321303889,0.930287651484832,-1.9,0.743432734394446,1.05752186431269,1.51731419776398
0,-3.17712682113051,-0.68,0.4624,0.711905920179561,0.678497816435993,-0.1,0.0706379681359977,2.99792989600822,0.799755061110551
0,-0.411043846514076,0.05,0.0025,0.545295726740733,0.218020845670253,0.1,0.945361512014642,1.0660438059177,0.610543379526905
0,-3.49880379484966,-0.03,0.0009,0.404317730804905,0.954253677977249,-0.1,0.41261146357283,1.34640367488187,1.0611582586256
0,-2.35974033735693,1.74,3.0276,0.370948218740523,0.156689811963588,0.1,0.746826775604859,-1.35640833873702,-0.2016144432383
0,-1.65068040089682,-0.76,0.5776,0.12514583603479,0.125159597722813,-0.6,0.765900428174064,-0.375299142011743,-0.390039086646396
0,-3.51826067594811,0.69,0.4761,0.304774622665718,0.619398401118815,-1.2,0.16831799573265,1.3898947274767,1.28885340534926
0,-3.82709605293348,-0.14,0.0196,0.721303608268499,0.218177141388878,-0.6,0.403406127821654,0.530821561321395,0.606598767625582
0,-4.60317758377641,0.26,0.0676,0.377810129662976,0.574848471442237,0.9,0.346400535898283,-0.0189470193331623,-0.714634177306968
0,-2.01880295854062,1.51,2.2801,0.444564826553687,0.0561295773368329,0.6,0.101866604061797,0.882199094775315,-0.261547711301724
0,-3.93848076136783,-0.41,0.1681,0.880628463812172,0.143603815929964,0.6,0.076226475648582,-0.33168924036968,-0.692429719858691
0,-4.02677449863404,-0.03,0.0009,0.698071624152362,0.115838670171797,-1.8,0.561179215321317,1.24803703762321,0.297219022240449
